FileName,Title,Subject,Description,Creator,Source,Publisher,Date,Contributor,Rights,Relation,Format,Language,Type,Identifier,Coverage,Transcription,Text,Original Format
http://nazitunnels.org/ushmm-images/1943.07.01--1_To_From.png,Letter to To from From,,King Henry Celebration in Quedlinburg,Creator Unkown,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,01/07/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.07.01--1_To_From,,,,Paper
http://nazitunnels.org/ushmm-images/1943.07.08-29-1_Himmler_Pancke.png,Letter to Himmler from Pancke,,King Henry Celebration in Quedlinburg,Pancke,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,08/07/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.07.08-29-1_Himmler_Pancke,,,,Paper
http://nazitunnels.org/ushmm-images/1943.07.08-29-2_Himmler_Pancke.png,Letter to Himmler from Pancke,,King Henry Celebration in Quedlinburg,Pancke,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,08/07/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.07.08-29-2_Himmler_Pancke,,,,Paper
http://nazitunnels.org/ushmm-images/1943.07.10-29-1_Himmler_Standartenfuehrer.png,Letter to Himmler from Standartenführer,,King Henry Celebration in Quedlinburg,Standartenführer,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,10/07/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.07.10-29-1_Himmler_Standartenführer,,,,Paper
http://nazitunnels.org/ushmm-images/1943.07.10-29-2_Himmler_Standartenfuehrer.png,Letter to Himmler from Standartenführer,,King Henry Celebration in Quedlinburg,Standartenführer,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,10/07/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.07.10-29-2_Himmler_Standartenführer,,,,Paper
http://nazitunnels.org/ushmm-images/1943.07.15--1_Feissner_Brandt-RecieptofPayment.png,Letter to Feissner from Brandt,,Reciept of Payment in regards to King Henry Celebration in Quedlinburg,Brandt,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,15/07/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.07.15--1_Feissner_Brandt-RecieptofPayment,,,,Paper
http://nazitunnels.org/ushmm-images/1943.07.16-29-1_Pancke_Brandt.png,Letter to Pancke from Brandt,,King Henry Celebration in Quedlinburg,Brandt,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,16/07/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.07.16-29-1_Pancke_Brandt,,,,Paper
http://nazitunnels.org/ushmm-images/1943.07.16-29-1_Sievers_Brandt.png,Letter to Sievers from Brandt,,Quedlinburg repairs,Brandt,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,16/07/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.07.16-29-1_Sievers_Brandt,,,,Paper
http://nazitunnels.org/ushmm-images/1943.07.23-29-1_Brandt_From.png,Letter to Brandt from From,,Reply on Quedlinburg repairs,Creator Unkown,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,23/07/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.07.23-29-1_Brandt_From,,,,Paper
http://nazitunnels.org/ushmm-images/1943.07.31-29-1_Sievers_Brandt.png,Letter to Sievers from Brandt,,Reply on Quedlinburg repairs,Brandt,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,31/07/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.07.31-29-1_Sievers_Brandt,,,,Paper
http://nazitunnels.org/ushmm-images/1943.09.01-173-1_Heissmeyer_Grothmann.png,Letter to Heissmeyer from Grothmann,,Make room for Kammler's school,Grothmann,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,01/09/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.09.01-173-1_Heissmeyer_Grothmann,,"Fernschreiben Blitz
SS-Obergruppenfuehrer Heißmeyer
BerlinObergruppenfuehrer !Auf Befehl des Reichsfuehrer-SS ist die Napola Ihlefeld fuer einen wichtigen Sonderauftrag des SS-Brigadefuehrers Kammler sofort zu raeumen und mit Lehrern, Schuelern und Material auf die Schulen Schulpforta und Naumburg zu verlegen. Notwendig werdender Fahrzeugraum fuer die Verlegung stellt SS-Brigadefuehrer Kammler. Reichsfuehrer-SS erbittet Meldung ueber erfolgte Raeumung von Ihlefeld bis Montag, den 6.9.1943.gez. : GrothmannSS-Sturmbannfuehreru. Adjutant","Fernschreiben Blitz
SS-Obergruppenfuehrer Heißmeyer
BerlinObergruppenfuehrer !Auf Befehl des Reichsfuehrer-SS ist die Napola Ihlefeld fuer einen wichtigen Sonderauftrag des SS-Brigadefuehrers Kammler sofort zu raeumen und mit Lehrern, Schuelern und Material auf die Schulen Schulpforta und Naumburg zu verlegen. Notwendig werdender Fahrzeugraum fuer die Verlegung stellt SS-Brigadefuehrer Kammler. Reichsfuehrer-SS erbittet Meldung ueber erfolgte Raeumung von Ihlefeld bis Montag, den 6.9.1943.gez. : GrothmannSS-Sturmbannfuehreru. Adjutant",Paper
http://nazitunnels.org/ushmm-images/1943.09.01-173-2_Heissmeyer_Grothmann.png,Letter to Heissmeyer from Grothmann,,Make room for Kammler's school,Grothmann,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,01/09/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.09.01-173-2_Heissmeyer_Grothmann,,,,Paper
http://nazitunnels.org/ushmm-images/1943.09.02-173-1_Heissmeyer_Himmler.png,Letter to Heissmeyer from Himmler,,"Himmler to Heissmeyer, I won't change position on the Ihlfeld decision I'll tell you why in person, the next time we meet.",Himmler,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,02/09/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.09.02-173-1_Heissmeyer_Himmler,,,,Paper
http://nazitunnels.org/ushmm-images/1943.09.03-173-1_Himmler_Heissmeyer.png,Letter to Himmler from Heissmeyer,,"Heissmeyer to Himmler, I've done my best in the past, I'll do what I can now to prepare Ihlfeld for Kammler",Heissmeyer,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,03/09/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.09.03-173-1_Himmler_Heissmeyer,,,,Paper
http://nazitunnels.org/ushmm-images/1943.09.05-173-1_Heissmeyer_Himmler.png,Letter to Heissmeyer from Himmler,,"Himmler to Heissmeyer, many thanks, I'll talk to you about Juul op  ten Noort soon",Himmler,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,05/09/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.09.05-173-1_Heissmeyer_Himmler,,,,Paper
http://nazitunnels.org/ushmm-images/1943.10.16-173-1_Himmler_Heissmeyer.png,Letter to Himmler from Heissmeyer,,Heissmeyer wanting some other place to continue his school,Heissmeyer,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,16/10/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.10.16-173-1_Himmler_Heissmeyer,,,,Paper
http://nazitunnels.org/ushmm-images/1943.11.14-173-1_Ihlefeld_Berg.png,Letter to Ihlefeld from Berg,Napola Ihlfeld,A barrack will be built in Napola Ihlfeld,Berg,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,14/11/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.11.14-173-1_Ihlefeld_Berg,,,,Paper
http://nazitunnels.org/ushmm-images/1943.11.15--1_Hirt_Haagen-COPY.png,Letter to Hirt from Haagen,Anatomische Institut der Reichsuniversitaet,Haagen requesting 100 prisoners between 20-40 years old in good health. Past experience with prisoners and health.,Haagen,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,15/11/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.11.15--1_Hirt_Haagen-COPY,,,,Paper
http://nazitunnels.org/ushmm-images/1943.11.15--2_Hirt_Haagen-COPY.png,Letter to Hirt from Haagen,Anatomische Institut der Reichsuniversitaet,Haagen requesting 100 prisoners between 20-40 years old in good health. Past experience with prisoners and health.,Haagen,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,15/11/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.11.15--2_Hirt_Haagen-COPY,,,,Paper
http://nazitunnels.org/ushmm-images/1943.12.03-108-1_Brandt_Kammler-Telegraph.png,Letter to Brandt from Kammler,,Kammler requesting more info regarding project Kalk being renamed to Zement,Kammler,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,03/12/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.12.03-108-1_Brandt_Kammler-Telegraph,,"An SS-Obersturmbannfuehrer Dr. Brandt
Reichsfuehrer-SS Persönlicher Stab
Lieber Kamerad Dr. BrandtReichsminister Prof. Speer sprach mich heute auf folgendes an:Der Reichsfuehrer-SS haette dem Reichsminister Speer angeboten, in dem Stollen Mittelwerk auch die fertigung FIE 103 unterzubringen. Ich nehme an, dass es sich dabei um den neuen Stollenbau Kalk"", neue bezeichnung ""Zement"" handelt. Ich waere fuer eine genaue mitteliung dankbar.Heil Hitler Ihr Dr. Ing. KammlerSS-Brigadefuehrer und Generalmajor der Waffen-SS""","An SS-Obersturmbannfuehrer Dr. Brandt
Reichsfuehrer-SS Persönlicher Stab
Lieber Kamerad Dr. BrandtReichsminister Prof. Speer sprach mich heute auf folgendes an:Der Reichsfuehrer-SS haette dem Reichsminister Speer angeboten, in dem Stollen Mittelwerk auch die fertigung FIE 103 unterzubringen. Ich nehme an, dass es sich dabei um den neuen Stollenbau Kalk"", neue bezeichnung ""Zement"" handelt. Ich waere fuer eine genaue mitteliung dankbar.Heil Hitler Ihr Dr. Ing. KammlerSS-Brigadefuehrer und Generalmajor der Waffen-SS""",Paper
http://nazitunnels.org/ushmm-images/1943.12.04-411-1_Grothmann_Kammler.png,Letter to Grothmann from Kammler,,Only the Waffen-SS could get the work done at Mittelwerk in such short time,Kammler,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,04/12/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.12.04-411-1_Grothmann_Kammler,,,,Paper
http://nazitunnels.org/ushmm-images/1943.12.04-412-1_Bragadefuehrer_Brandt.png,Letter to Bragadeführer from Brandt,"Besprechung Reichsminister Prof. Speer, Dipl. Ing. Saur, SS-Brigaf. Dr. Kammler. Bezug: Dort. FS. v. 4.12.1943 – Tgb. Nr. 412/a/43",Mittelwerk accommodations come from a recommendation of Reichsfuehrer-SS,Brandt,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,04/12/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.12.04-412-1_Bragadeführer_Brandt,,,,Paper
http://nazitunnels.org/ushmm-images/1943.12.04-412-1_Brand_Kammler.png,Letter to Brand from Kammler,,"Speer approves of changes proposed by Kammler. Speer to visit Mittelwerk on December 9, 1943.",Kammler,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,04/12/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.12.04-412-1_Brand_Kammler,,,,Paper
http://nazitunnels.org/ushmm-images/1943.12.14-29-1_Bartels_Brandt.png,Letter to Bartels from Brandt,,"Bartels to ask Gauleiter Jordan to speak in a few days. Rooms will need to be used for intended purposes during the war, but start thinking about what they can be used for afterwards. Share with Reichsfuehrer-SS the consultation you had with Gauleiter Jordan",Brandt,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,14/12/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.12.14-29-1_Bartels_Brandt,,"12.1943

29/35/4329Bra/H. Feld-Kommandostelle

Lieber Kamerad Bartels!

Anliegend uebersende ich Abschrift eines Briefes des Gauleiters Jordan vom 2.12.1943. Fragen Sie nach einigen Tagen noch einmal bei Gauleiter Jodan an, wann er Sie sprechen möchte. Selbstverstaendlich kann es jetzt waehrend des Krieges nur darauf ankommen, insgesamt diese Raeume fuer den beabsichtigten Zweck zu sichern und sich schon einmal Gedanken zu machen, wie spaeter der Ausbau vor sich gehen könnte.Teilen Sie bitte dem Reichsfuehrer-SS das Ergebnis Ihrer Ruecksprache mit Gauleiter Jordan mit.

Heil Hitler!

SS-Obersturmbannfuehrer.
1 Anl.","12.1943

29/35/4329Bra/H. Feld-Kommandostelle

Lieber Kamerad Bartels!

Anliegend uebersende ich Abschrift eines Briefes des Gauleiters Jordan vom 2.12.1943. Fragen Sie nach einigen Tagen noch einmal bei Gauleiter Jodan an, wann er Sie sprechen möchte. Selbstverstaendlich kann es jetzt waehrend des Krieges nur darauf ankommen, insgesamt diese Raeume fuer den beabsichtigten Zweck zu sichern und sich schon einmal Gedanken zu machen, wie spaeter der Ausbau vor sich gehen könnte.Teilen Sie bitte dem Reichsfuehrer-SS das Ergebnis Ihrer Ruecksprache mit Gauleiter Jordan mit.

Heil Hitler!

SS-Obersturmbannfuehrer.
1 Anl.",Paper
http://nazitunnels.org/ushmm-images/1943.12.14-42-1_Brandt_Kammler.png,Letter to Brandt from Kammler,"Besprechung Reichsminister Prof. Speer, Dipl. Ing. Saur, SS-Brigaf. Dr. Kammler. Bezug: Dort. FS. vom 10.12.1943 Nr. 631","Kammler to Brandt, Mittelwerk is ready to go",Kammler,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,14/12/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.12.14-42-1_Brandt_Kammler,,"Lieber Kamrad Brandt.
Das Mittelwerk ist bis auf weiteres vollstaendig mit der Fertigung fuer die eine bestimmte Angelegenheit voll ausgenutzt. Eine weitere Unterbringung anderer angelegenheiten aenlicher art ist auf grund des jetzigen standes der angelegenheit nicht möglich. Ich bitte, dem Reichsfuehrer-SS entsprechenden vortrag zu halten.
Heil Hitler Ihr. Gez. Dr. Ing. Kammler
SS-Brigadefuehrer und Generalmajor der Waffen-SS","Lieber Kamrad Brandt.
Das Mittelwerk ist bis auf weiteres vollstaendig mit der Fertigung fuer die eine bestimmte Angelegenheit voll ausgenutzt. Eine weitere Unterbringung anderer angelegenheiten aenlicher art ist auf grund des jetzigen standes der angelegenheit nicht möglich. Ich bitte, dem Reichsfuehrer-SS entsprechenden vortrag zu halten.
Heil Hitler Ihr. Gez. Dr. Ing. Kammler
SS-Brigadefuehrer und Generalmajor der Waffen-SS",Paper
http://nazitunnels.org/ushmm-images/1943.12.14-42-2_Brandt_Kammler.png,Letter to Brandt from Kammler,,,Kammler,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",,14/12/1943,Ammon Shepherd,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",Underground Dispersal Projects,,German,,1943.12.14-42-2_Brandt_Kammler,,,,Paper
